Year,Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper
2014,RWANDA,RWA,-1.10,0.13,11.00,17.73,10.78,24.02
2015,RWANDA,RWA,-1.13,0.13,10.00,17.24,10.78,23.04
1996,SAMOA,WSM,0.70,0.30,3.00,69.71,55.02,86.60
1998,SAMOA,WSM,0.64,0.30,3.00,66.35,53.11,85.17
2000,SAMOA,WSM,0.77,0.30,3.00,72.12,56.46,88.04
2002,SAMOA,WSM,0.74,0.27,3.00,70.19,55.98,88.04
2003,SAMOA,WSM,0.76,0.27,3.00,70.67,56.46,88.04
2004,SAMOA,WSM,0.70,0.28,3.00,71.63,56.46,86.60
2005,SAMOA,WSM,0.67,0.28,3.00,70.19,56.94,85.65
2006,SAMOA,WSM,0.67,0.24,3.00,69.23,56.46,82.78
2007,SAMOA,WSM,0.64,0.23,3.00,67.31,55.50,79.43
2008,SAMOA,WSM,0.60,0.23,3.00,67.31,55.50,76.56
2009,SAMOA,WSM,0.57,0.23,4.00,65.88,55.66,75.00
2010,SAMOA,WSM,0.45,0.22,5.00,61.61,52.83,71.70
2011,SAMOA,WSM,0.42,0.22,5.00,60.09,51.87,70.09
2012,SAMOA,WSM,0.38,0.23,5.00,59.62,50.00,71.03
2013,SAMOA,WSM,0.43,0.22,5.00,61.97,51.87,71.03
2014,SAMOA,WSM,0.68,0.24,2.00,69.95,58.33,80.88
2015,SAMOA,WSM,0.74,0.22,2.00,71.92,59.80,82.84
1996,SAN MARINO,SMR,1.28,0.40,2.00,87.98,65.55,100.00
1998,SAN MARINO,SMR,1.30,0.36,2.00,89.90,68.42,100.00
2000,SAN MARINO,SMR,1.31,0.36,2.00,89.42,69.86,100.00
2002,SAN MARINO,SMR,1.23,0.30,2.00,88.94,69.86,100.00
2003,SAN MARINO,SMR,1.19,0.31,2.00,87.98,68.42,100.00
2004,SAN MARINO,SMR,1.15,0.36,2.00,86.06,65.07,98.56
2005,SAN MARINO,SMR,1.15,0.35,2.00,86.06,66.03,99.52
2006,SAN MARINO,SMR,1.18,0.26,2.00,87.98,70.81,99.52
2007,SAN MARINO,SMR,1.18,0.25,2.00,87.98,69.86,100.00
2008,SAN MARINO,SMR,1.21,0.25,2.00,88.94,71.29,100.00
2009,SAN MARINO,SMR,1.19,0.25,2.00,88.15,70.28,100.00
2010,SAN MARINO,SMR,1.18,0.26,2.00,87.68,69.34,99.06
2011,SAN MARINO,SMR,1.21,0.26,2.00,89.20,70.09,99.07
2012,SAN MARINO,SMR,1.22,0.28,2.00,89.20,71.03,98.60
2013,SAN MARINO,SMR,1.22,0.27,2.00,89.20,71.03,98.13
2014,SAN MARINO,SMR,1.21,0.25,1.00,88.18,71.08,99.02
2015,SAN MARINO,SMR,1.22,0.24,1.00,88.67,73.04,99.51
1996,SÃO TOMÉ AND PRINCIPE,STP,0.21,0.30,3.00,56.73,42.11,70.33
1998,SÃO TOMÉ AND PRINCIPE,STP,0.47,0.30,3.00,62.50,50.24,75.60
2000,SÃO TOMÉ AND PRINCIPE,STP,0.44,0.27,4.00,60.58,50.24,75.12
2002,SÃO TOMÉ AND PRINCIPE,STP,0.60,0.24,4.00,65.38,54.07,75.60
2003,SÃO TOMÉ AND PRINCIPE,STP,0.34,0.23,4.00,58.17,44.98,69.38
2004,SÃO TOMÉ AND PRINCIPE,STP,0.19,0.24,5.00,56.25,42.11,67.46
2005,SÃO TOMÉ AND PRINCIPE,STP,0.16,0.24,5.00,55.29,39.71,65.07
2006,SÃO TOMÉ AND PRINCIPE,STP,0.22,0.18,6.00,55.29,45.93,62.20
2007,SÃO TOMÉ AND PRINCIPE,STP,0.13,0.17,7.00,53.85,44.50,58.37
2008,SÃO TOMÉ AND PRINCIPE,STP,0.12,0.17,7.00,52.88,44.50,58.85
2009,SÃO TOMÉ AND PRINCIPE,STP,0.13,0.17,6.00,54.03,43.87,58.96
2010,SÃO TOMÉ AND PRINCIPE,STP,0.08,0.17,7.00,52.61,41.04,58.49
2011,SÃO TOMÉ AND PRINCIPE,STP,0.22,0.16,7.00,55.40,47.20,63.55
2012,SÃO TOMÉ AND PRINCIPE,STP,0.15,0.16,7.00,55.87,45.79,61.68
2013,SÃO TOMÉ AND PRINCIPE,STP,0.10,0.14,8.00,54.93,43.93,58.88
2014,SÃO TOMÉ AND PRINCIPE,STP,0.31,0.16,6.00,59.11,49.51,67.65
2015,SÃO TOMÉ AND PRINCIPE,STP,0.27,0.16,6.00,57.64,48.53,66.18
1996,SAUDI ARABIA,SAU,-1.41,0.22,5.00,8.65,3.35,17.70
1998,SAUDI ARABIA,SAU,-1.53,0.23,5.00,7.21,2.39,13.40
2000,SAUDI ARABIA,SAU,-1.48,0.23,5.00,8.17,1.91,17.22
2002,SAUDI ARABIA,SAU,-1.66,0.17,8.00,4.33,1.44,10.53
2003,SAUDI ARABIA,SAU,-1.67,0.17,7.00,5.29,1.44,10.05
2004,SAUDI ARABIA,SAU,-1.31,0.16,8.00,10.10,6.22,19.14
2005,SAUDI ARABIA,SAU,-1.52,0.17,8.00,7.21,3.35,11.96
2006,SAUDI ARABIA,SAU,-1.71,0.14,10.00,5.77,2.87,8.13
2007,SAUDI ARABIA,SAU,-1.62,0.13,12.00,6.73,3.83,9.09
2008,SAUDI ARABIA,SAU,-1.65,0.13,12.00,5.29,3.83,10.05
2009,SAUDI ARABIA,SAU,-1.78,0.12,13.00,3.79,2.83,6.60
2010,SAUDI ARABIA,SAU,-1.74,0.11,13.00,3.79,2.83,7.08
2011,SAUDI ARABIA,SAU,-1.86,0.12,11.00,3.29,2.34,4.67
2012,SAUDI ARABIA,SAU,-1.81,0.12,12.00,2.82,1.87,4.67
2013,SAUDI ARABIA,SAU,-1.83,0.12,12.00,2.82,1.87,4.21
2014,SAUDI ARABIA,SAU,-1.80,0.14,9.00,3.45,1.96,5.39
2015,SAUDI ARABIA,SAU,-1.76,0.14,8.00,3.94,2.45,5.88
1996,SENEGAL,SEN,0.00,0.22,5.00,51.92,37.80,61.24
1998,SENEGAL,SEN,-0.12,0.23,5.00,47.12,34.93,56.46
2000,SENEGAL,SEN,0.08,0.21,6.00,51.44,43.06,60.29
2002,SENEGAL,SEN,0.33,0.17,9.00,56.73,50.24,66.03
2003,SENEGAL,SEN,0.26,0.16,10.00,54.33,46.41,63.16
2004,SENEGAL,SEN,0.18,0.17,10.00,55.77,46.41,62.20
2005,SENEGAL,SEN,0.03,0.16,11.00,52.40,39.71,58.85
2006,SENEGAL,SEN,0.01,0.13,14.00,46.63,41.15,55.02
2007,SENEGAL,SEN,-0.24,0.12,16.00,38.94,34.45,46.89
2008,SENEGAL,SEN,-0.28,0.12,16.00,40.38,33.01,45.93
2009,SENEGAL,SEN,-0.33,0.13,15.00,36.02,30.66,44.34
2010,SENEGAL,SEN,-0.32,0.11,16.00,36.02,32.08,43.40
2011,SENEGAL,SEN,-0.26,0.11,17.00,39.44,32.24,46.73
2012,SENEGAL,SEN,-0.03,0.11,17.00,47.89,42.99,55.61
2013,SENEGAL,SEN,0.03,0.10,18.00,50.70,43.93,56.54
2014,SENEGAL,SEN,0.27,0.12,14.00,58.13,50.00,63.24
2015,SENEGAL,SEN,0.25,0.12,14.00,57.14,48.53,62.75
1996,SERBIA,SRB,-1.32,0.22,5.00,11.54,4.31,19.62
1998,SERBIA,SRB,-1.03,0.23,5.00,17.79,9.09,30.14
2000,SERBIA,SRB,-0.73,0.20,6.00,26.92,19.14,36.36
2002,SERBIA,SRB,-0.05,0.16,8.00,46.63,41.15,54.07
2003,SERBIA,SRB,-0.14,0.15,9.00,43.27,36.84,49.76
2004,SERBIA,SRB,-0.17,0.16,9.00,44.23,35.41,51.67
2005,SERBIA,SRB,-0.17,0.17,9.00,44.23,33.97,54.07
2006,SERBIA,SRB,0.18,0.14,11.00,54.33,45.93,58.85
2007,SERBIA,SRB,0.28,0.13,12.00,56.73,48.80,62.68
2008,SERBIA,SRB,0.25,0.13,12.00,56.25,48.80,60.77
2009,SERBIA,SRB,0.32,0.13,13.00,56.87,53.30,63.21
2010,SERBIA,SRB,0.27,0.13,13.00,55.92,51.42,62.26
2011,SERBIA,SRB,0.27,0.13,13.00,56.34,51.87,63.55
2012,SERBIA,SRB,0.19,0.12,14.00,56.34,50.00,59.81
2013,SERBIA,SRB,0.29,0.12,13.00,57.28,54.67,64.02
2014,SERBIA,SRB,0.23,0.13,11.00,56.16,49.51,62.25
2015,SERBIA,SRB,0.23,0.13,11.00,56.16,48.53,62.75
1996,SEYCHELLES,SYC,0.23,0.30,3.00,57.21,42.11,70.81
1998,SEYCHELLES,SYC,0.27,0.30,3.00,56.73,43.54,70.81
2000,SEYCHELLES,SYC,0.16,0.27,4.00,52.88,42.58,65.55
2002,SEYCHELLES,SYC,0.20,0.23,5.00,53.85,44.02,65.07
2003,SEYCHELLES,SYC,0.08,0.22,5.00,49.04,39.71,61.24
2004,SEYCHELLES,SYC,0.33,0.19,7.00,58.65,49.76,68.90
2005,SEYCHELLES,SYC,0.18,0.19,7.00,56.25,46.41,64.11
2006,SEYCHELLES,SYC,0.14,0.17,7.00,52.40,42.58,59.33
2007,SEYCHELLES,SYC,0.10,0.17,7.00,51.92,43.06,57.89
2008,SEYCHELLES,SYC,0.03,0.17,6.00,48.56,40.67,57.89
2009,SEYCHELLES,SYC,0.07,0.17,7.00,52.13,41.51,58.02
2010,SEYCHELLES,SYC,0.15,0.17,7.00,54.50,43.87,59.43
2011,SEYCHELLES,SYC,0.06,0.16,7.00,52.58,41.59,57.48
2012,SEYCHELLES,SYC,0.09,0.16,8.00,54.46,43.93,58.41
2013,SEYCHELLES,SYC,0.03,0.14,9.00,50.23,42.52,57.01
2014,SEYCHELLES,SYC,-0.05,0.16,7.00,48.28,38.73,55.39
2015,SEYCHELLES,SYC,0.06,0.16,7.00,49.75,40.69,58.82
1996,SIERRA LEONE,SLE,-0.69,0.24,4.00,27.40,15.79,41.63
1998,SIERRA LEONE,SLE,-1.38,0.28,3.00,9.62,2.87,22.49
2000,SIERRA LEONE,SLE,-1.57,0.25,4.00,6.25,1.91,13.88
2002,SIERRA LEONE,SLE,-0.68,0.18,7.00,28.37,20.10,39.71
2003,SIERRA LEONE,SLE,-0.37,0.16,8.00,38.94,29.19,44.50
2004,SIERRA LEONE,SLE,-0.32,0.17,9.00,37.98,30.14,47.37
2005,SIERRA LEONE,SLE,-0.52,0.16,10.00,30.77,25.84,39.71
2006,SIERRA LEONE,SLE,-0.38,0.12,13.00,34.62,30.62,41.63
2007,SIERRA LEONE,SLE,-0.25,0.12,13.00,38.46,34.45,46.89
2008,SIERRA LEONE,SLE,-0.17,0.12,13.00,43.27,34.93,48.33
2009,SIERRA LEONE,SLE,-0.26,0.12,13.00,40.28,33.96,46.23
2010,SIERRA LEONE,SLE,-0.18,0.12,13.00,41.71,34.91,49.06
2011,SIERRA LEONE,SLE,-0.23,0.12,15.00,40.85,33.64,47.20
2012,SIERRA LEONE,SLE,-0.35,0.11,18.00,36.15,31.78,43.93
2013,SIERRA LEONE,SLE,-0.37,0.10,18.00,36.62,30.37,42.52
2014,SIERRA LEONE,SLE,-0.31,0.12,14.00,38.92,31.86,45.59
2015,SIERRA LEONE,SLE,-0.30,0.12,14.00,36.95,29.90,45.10
1996,SINGAPORE,SGP,0.20,0.22,6.00,55.29,46.89,65.07
1998,SINGAPORE,SGP,0.17,0.23,6.00,54.33,43.54,65.55
2000,SINGAPORE,SGP,0.18,0.22,7.00,54.33,46.89,64.59
2002,SINGAPORE,SGP,0.04,0.17,8.00,49.52,41.63,56.46
2003,SINGAPORE,SGP,-0.16,0.17,9.00,42.31,35.41,49.76
2004,SINGAPORE,SGP,-0.01,0.17,9.00,49.04,39.23,56.94
2005,SINGAPORE,SGP,0.01,0.17,9.00,51.44,39.71,58.85
2006,SINGAPORE,SGP,-0.37,0.14,11.00,35.58,30.62,43.54
2007,SINGAPORE,SGP,-0.36,0.14,11.00,35.58,30.62,44.98
2008,SINGAPORE,SGP,-0.32,0.14,11.00,37.50,30.14,45.45
2009,SINGAPORE,SGP,-0.24,0.14,11.00,40.76,33.02,48.58
2010,SINGAPORE,SGP,-0.20,0.14,11.00,40.76,34.91,49.53
2011,SINGAPORE,SGP,-0.07,0.13,12.00,46.95,38.79,54.67
2012,SINGAPORE,SGP,0.08,0.13,12.00,53.52,45.33,57.48
2013,SINGAPORE,SGP,0.07,0.12,12.00,52.58,43.93,57.01
2014,SINGAPORE,SGP,-0.11,0.13,10.00,44.83,37.75,50.49
2015,SINGAPORE,SGP,-0.14,0.13,10.00,42.86,36.27,50.00
1996,SLOVAK REPUBLIC,SVK,0.63,0.22,5.00,66.83,58.85,77.03
1998,SLOVAK REPUBLIC,SVK,0.68,0.23,5.00,67.31,57.89,79.90
2000,SLOVAK REPUBLIC,SVK,0.81,0.22,6.00,72.60,61.24,87.08
2002,SLOVAK REPUBLIC,SVK,0.97,0.17,8.00,74.52,68.42,89.00
2003,SLOVAK REPUBLIC,SVK,0.92,0.17,9.00,75.48,66.99,87.56
2004,SLOVAK REPUBLIC,SVK,0.96,0.17,9.00,80.29,68.90,89.00
2005,SLOVAK REPUBLIC,SVK,0.92,0.17,9.00,76.92,67.46,88.52
2006,SLOVAK REPUBLIC,SVK,0.92,0.15,10.00,75.96,69.38,86.12
2007,SLOVAK REPUBLIC,SVK,0.93,0.15,10.00,75.00,68.90,87.08
2008,SLOVAK REPUBLIC,SVK,0.91,0.15,10.00,74.04,68.42,86.60
2009,SLOVAK REPUBLIC,SVK,0.86,0.14,13.00,72.51,67.92,83.49
2010,SLOVAK REPUBLIC,SVK,0.89,0.13,13.00,74.41,67.92,84.43
2011,SLOVAK REPUBLIC,SVK,0.95,0.13,13.00,76.06,69.63,87.85
2012,SLOVAK REPUBLIC,SVK,0.95,0.13,12.00,77.00,70.09,87.85
2013,SLOVAK REPUBLIC,SVK,0.94,0.13,12.00,76.53,69.63,87.38
2014,SLOVAK REPUBLIC,SVK,0.96,0.14,10.00,75.86,70.59,86.76
2015,SLOVAK REPUBLIC,SVK,0.97,0.14,10.00,75.37,71.08,86.27
1996,SLOVENIA,SVN,1.32,0.26,4.00,89.42,74.64,100.00
1998,SLOVENIA,SVN,1.22,0.23,5.00,87.98,72.25,98.56
2000,SLOVENIA,SVN,1.10,0.22,7.00,83.65,71.77,93.78
2002,SLOVENIA,SVN,1.12,0.17,9.00,84.62,72.73,94.26
2003,SLOVENIA,SVN,1.09,0.17,9.00,85.10,70.81,93.78
2004,SLOVENIA,SVN,1.09,0.17,9.00,84.13,74.64,90.43
2005,SLOVENIA,SVN,1.07,0.17,10.00,83.65,72.25,89.95
2006,SLOVENIA,SVN,1.07,0.15,11.00,83.65,74.16,91.87
2007,SLOVENIA,SVN,1.06,0.15,11.00,81.25,71.77,91.39
2008,SLOVENIA,SVN,1.01,0.14,11.00,80.77,69.86,90.43
2009,SLOVENIA,SVN,1.05,0.14,12.00,81.99,70.75,91.51
2010,SLOVENIA,SVN,1.04,0.14,12.00,81.52,71.70,91.51
2011,SLOVENIA,SVN,1.05,0.14,11.00,81.22,72.90,91.59
2012,SLOVENIA,SVN,0.99,0.12,13.00,77.93,71.50,88.32
2013,SLOVENIA,SVN,0.99,0.12,13.00,78.87,71.03,87.38
2014,SLOVENIA,SVN,0.94,0.13,11.00,73.89,70.10,84.31
2015,SLOVENIA,SVN,0.95,0.13,11.00,74.38,71.08,84.31
1996,SOLOMON ISLANDS,SLB,1.05,0.40,2.00,80.29,61.72,100.00
1998,SOLOMON ISLANDS,SLB,1.04,0.36,2.00,79.81,61.72,100.00
2000,SOLOMON ISLANDS,SLB,0.31,0.36,2.00,56.73,42.58,75.12
2002,SOLOMON ISLANDS,SLB,0.49,0.30,2.00,62.50,49.28,75.60
2003,SOLOMON ISLANDS,SLB,0.39,0.31,2.00,60.58,44.50,75.12
2004,SOLOMON ISLANDS,SLB,-0.28,0.28,3.00,40.87,26.32,55.50
2005,SOLOMON ISLANDS,SLB,0.00,0.28,3.00,50.96,33.97,63.16
2006,SOLOMON ISLANDS,SLB,0.06,0.24,3.00,50.00,36.84,60.77
2007,SOLOMON ISLANDS,SLB,0.08,0.23,4.00,49.52,37.32,59.81
2008,SOLOMON ISLANDS,SLB,0.03,0.23,4.00,49.04,35.89,58.85
2009,SOLOMON ISLANDS,SLB,0.18,0.23,4.00,55.45,41.98,64.62
2010,SOLOMON ISLANDS,SLB,0.08,0.23,4.00,52.13,36.32,61.79
2011,SOLOMON ISLANDS,SLB,-0.01,0.23,4.00,48.83,35.05,58.88
2012,SOLOMON ISLANDS,SLB,-0.03,0.24,4.00,48.36,33.64,58.88
2013,SOLOMON ISLANDS,SLB,0.00,0.23,4.00,48.83,36.45,59.35
2014,SOLOMON ISLANDS,SLB,0.27,0.25,2.00,57.64,43.14,69.12
2015,SOLOMON ISLANDS,SLB,0.31,0.24,2.00,58.62,45.59,70.59
1996,SOMALIA,SOM,-2.09,0.26,3.00,0.00,0.00,4.78
1998,SOMALIA,SOM,-2.03,0.28,3.00,0.96,0.00,7.18
2000,SOMALIA,SOM,-1.85,0.25,4.00,1.92,0.00,9.09
2002,SOMALIA,SOM,-1.56,0.19,5.00,7.21,1.91,12.44
2003,SOMALIA,SOM,-1.81,0.18,6.00,2.88,0.96,8.13
2004,SOMALIA,SOM,-1.81,0.19,7.00,2.40,0.48,7.66
2005,SOMALIA,SOM,-1.76,0.18,8.00,3.85,1.44,8.13
2006,SOMALIA,SOM,-1.79,0.16,8.00,3.85,0.96,7.66
2007,SOMALIA,SOM,-1.89,0.16,8.00,3.37,0.96,7.18
2008,SOMALIA,SOM,-1.93,0.15,8.00,2.40,0.96,4.31
2009,SOMALIA,SOM,-2.09,0.14,9.00,1.42,0.00,3.30
2010,SOMALIA,SOM,-2.07,0.14,10.00,1.42,0.00,3.77
2011,SOMALIA,SOM,-2.07,0.14,10.00,1.88,0.00,3.74
2012,SOMALIA,SOM,-2.24,0.13,11.00,0.00,0.00,1.87
2013,SOMALIA,SOM,-2.20,0.12,11.00,0.47,0.00,1.87
2014,SOMALIA,SOM,-2.14,0.13,8.00,0.49,0.00,2.45
2015,SOMALIA,SOM,-2.01,0.13,9.00,1.48,0.00,3.92
1996,SOUTH AFRICA,ZAF,0.85,0.22,6.00,73.56,64.11,86.60
1998,SOUTH AFRICA,ZAF,0.87,0.23,6.00,73.08,63.64,88.52
2000,SOUTH AFRICA,ZAF,0.72,0.21,8.00,70.19,59.81,80.38
2002,SOUTH AFRICA,ZAF,0.63,0.16,11.00,67.31,58.37,73.21
2003,SOUTH AFRICA,ZAF,0.70,0.16,11.00,69.23,61.24,77.03
2004,SOUTH AFRICA,ZAF,0.73,0.16,12.00,73.08,62.20,80.38
2005,SOUTH AFRICA,ZAF,0.65,0.14,15.00,69.71,61.24,73.21
2006,SOUTH AFRICA,ZAF,0.64,0.11,18.00,67.79,60.77,73.68
2007,SOUTH AFRICA,ZAF,0.56,0.11,18.00,64.42,57.89,69.86
2008,SOUTH AFRICA,ZAF,0.55,0.11,17.00,63.94,58.37,69.38
2009,SOUTH AFRICA,ZAF,0.55,0.11,18.00,64.45,58.02,68.87
2010,SOUTH AFRICA,ZAF,0.58,0.11,18.00,66.35,58.96,69.81
2011,SOUTH AFRICA,ZAF,0.57,0.11,19.00,66.20,59.35,70.09
2012,SOUTH AFRICA,ZAF,0.56,0.11,19.00,65.73,59.81,70.09
2013,SOUTH AFRICA,ZAF,0.59,0.10,19.00,65.73,60.75,71.03
2014,SOUTH AFRICA,ZAF,0.63,0.12,15.00,68.47,61.76,72.06
2015,SOUTH AFRICA,ZAF,0.63,0.12,15.00,68.97,62.75,73.04
1996,SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1998,SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006,SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010,SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,SOUTH SUDAN,SSD,-0.98,0.21,5.00,19.25,11.68,28.97
2012,SOUTH SUDAN,SSD,-1.28,0.17,8.00,12.68,6.07,18.69
2013,SOUTH SUDAN,SSD,-1.38,0.16,9.00,10.33,4.21,15.42
2014,SOUTH SUDAN,SSD,-1.55,0.16,7.00,5.91,2.94,12.25
2015,SOUTH SUDAN,SSD,-1.53,0.15,8.00,6.40,3.92,13.73
1996,SPAIN,ESP,1.33,0.22,6.00,89.90,75.60,99.52
1998,SPAIN,ESP,1.31,0.23,6.00,90.38,75.12,100.00
2000,SPAIN,ESP,1.29,0.22,7.00,88.46,75.60,99.04
2002,SPAIN,ESP,1.27,0.20,8.00,89.90,73.68,100.00
2003,SPAIN,ESP,1.25,0.19,8.00,90.38,75.60,99.04
2004,SPAIN,ESP,1.31,0.19,8.00,89.90,81.34,95.69
2005,SPAIN,ESP,1.11,0.19,8.00,84.13,72.25,91.87
2006,SPAIN,ESP,1.06,0.16,10.00,83.17,72.25,91.87
2007,SPAIN,ESP,1.11,0.15,11.00,85.58,73.68,93.30
2008,SPAIN,ESP,1.18,0.15,11.00,87.50,75.12,94.74
2009,SPAIN,ESP,1.18,0.15,12.00,87.68,75.00,94.34
2010,SPAIN,ESP,1.12,0.15,11.00,84.83,73.11,93.40
2011,SPAIN,ESP,1.07,0.14,12.00,83.10,73.83,92.06
2012,SPAIN,ESP,1.05,0.13,12.00,81.22,72.43,91.12
2013,SPAIN,ESP,0.97,0.13,12.00,77.46,71.03,87.38
2014,SPAIN,ESP,0.99,0.14,10.00,76.35,71.08,89.22
2015,SPAIN,ESP,1.02,0.14,10.00,78.82,72.06,91.67
1996,SRI LANKA,LKA,-0.38,0.22,5.00,37.02,24.88,51.20
1998,SRI LANKA,LKA,-0.25,0.23,5.00,43.27,31.10,52.63
2000,SRI LANKA,LKA,-0.27,0.22,6.00,42.79,30.14,51.67
2002,SRI LANKA,LKA,-0.15,0.17,8.00,44.23,38.28,51.67
2003,SRI LANKA,LKA,-0.12,0.16,9.00,44.23,38.28,50.24
2004,SRI LANKA,LKA,-0.19,0.16,10.00,42.31,35.41,51.20
2005,SRI LANKA,LKA,-0.21,0.16,11.00,40.87,33.49,53.11
2006,SRI LANKA,LKA,-0.30,0.12,13.00,37.50,32.54,44.98
2007,SRI LANKA,LKA,-0.43,0.12,14.00,34.62,30.14,40.67
2008,SRI LANKA,LKA,-0.46,0.12,14.00,33.65,28.71,40.67
2009,SRI LANKA,LKA,-0.49,0.12,14.00,32.23,29.72,39.15
2010,SRI LANKA,LKA,-0.52,0.12,13.00,30.33,29.25,35.85
2011,SRI LANKA,LKA,-0.55,0.12,13.00,30.05,27.10,35.05
2012,SRI LANKA,LKA,-0.59,0.11,14.00,29.58,26.17,35.51
2013,SRI LANKA,LKA,-0.62,0.11,14.00,28.64,25.70,33.64
2014,SRI LANKA,LKA,-0.73,0.13,11.00,28.08,22.06,31.86
2015,SRI LANKA,LKA,-0.37,0.13,11.00,35.96,29.41,42.65
1996,ST. KITTS AND NEVIS,KNA,1.02,0.40,2.00,78.85,61.24,99.52
1998,ST. KITTS AND NEVIS,KNA,1.03,0.36,2.00,78.37,61.24,99.04
2000,ST. KITTS AND NEVIS,KNA,1.02,0.36,2.00,79.81,60.29,98.56
2002,ST. KITTS AND NEVIS,KNA,1.00,0.30,2.00,76.92,63.16,96.17
2003,ST. KITTS AND NEVIS,KNA,0.88,0.31,2.00,74.52,58.85,94.26
2004,ST. KITTS AND NEVIS,KNA,0.45,0.27,4.00,62.02,49.76,77.99
2005,ST. KITTS AND NEVIS,KNA,1.17,0.27,4.00,87.50,71.29,97.61
2006,ST. KITTS AND NEVIS,KNA,1.18,0.24,4.00,88.46,72.25,98.09
2007,ST. KITTS AND NEVIS,KNA,1.18,0.23,4.00,88.46,71.29,99.04
2008,ST. KITTS AND NEVIS,KNA,1.09,0.23,3.00,84.62,69.38,96.17
2009,ST. KITTS AND NEVIS,KNA,1.11,0.23,3.00,85.78,68.87,95.75
2010,ST. KITTS AND NEVIS,KNA,1.18,0.24,3.00,88.15,70.75,97.64
2011,ST. KITTS AND NEVIS,KNA,1.14,0.23,3.00,87.32,70.09,95.79
2012,ST. KITTS AND NEVIS,KNA,1.15,0.25,3.00,87.32,70.09,96.26
2013,ST. KITTS AND NEVIS,KNA,1.15,0.24,3.00,87.32,71.03,96.26
2014,ST. KITTS AND NEVIS,KNA,1.16,0.25,1.00,84.73,71.08,98.53
2015,ST. KITTS AND NEVIS,KNA,0.99,0.24,1.00,76.85,68.63,93.63
1996,ST. LUCIA,LCA,1.06,0.40,2.00,81.73,61.72,100.00
1998,ST. LUCIA,LCA,1.07,0.36,2.00,81.25,62.68,100.00
2000,ST. LUCIA,LCA,1.06,0.36,2.00,81.25,62.20,99.04
2002,ST. LUCIA,LCA,1.09,0.30,2.00,83.17,65.07,99.52
2003,ST. LUCIA,LCA,1.08,0.31,2.00,84.13,64.59,99.04
2004,ST. LUCIA,LCA,0.68,0.27,4.00,69.23,56.46,84.69
2005,ST. LUCIA,LCA,1.19,0.27,4.00,88.46,71.29,97.61
2006,ST. LUCIA,LCA,1.21,0.24,4.00,89.90,73.68,99.04
2007,ST. LUCIA,LCA,1.20,0.23,4.00,88.94,71.77,99.52
2008,ST. LUCIA,LCA,1.25,0.23,3.00,90.87,73.21,100.00
2009,ST. LUCIA,LCA,1.23,0.23,3.00,90.52,71.70,100.00
2010,ST. LUCIA,LCA,1.22,0.24,3.00,90.05,73.11,99.06
2011,ST. LUCIA,LCA,1.18,0.23,3.00,88.26,70.56,96.26
2012,ST. LUCIA,LCA,1.14,0.24,4.00,86.38,70.09,96.26
2013,ST. LUCIA,LCA,1.14,0.23,4.00,85.92,70.56,96.26
2014,ST. LUCIA,LCA,1.17,0.25,2.00,86.21,71.08,99.02
2015,ST. LUCIA,LCA,1.20,0.24,2.00,86.70,72.55,99.02
1996,ST. VINCENT AND THE GRENADINES,VCT,1.03,0.40,2.00,79.81,61.24,100.00
1998,ST. VINCENT AND THE GRENADINES,VCT,1.04,0.36,2.00,79.81,61.72,100.00
2000,ST. VINCENT AND THE GRENADINES,VCT,1.04,0.36,2.00,80.29,61.24,99.04
2002,ST. VINCENT AND THE GRENADINES,VCT,1.01,0.30,2.00,78.37,63.16,97.13
2003,ST. VINCENT AND THE GRENADINES,VCT,1.06,0.31,2.00,82.69,63.64,98.56
2004,ST. VINCENT AND THE GRENADINES,VCT,0.73,0.27,4.00,73.56,56.94,89.00
2005,ST. VINCENT AND THE GRENADINES,VCT,1.04,0.27,4.00,81.73,66.03,94.26
2006,ST. VINCENT AND THE GRENADINES,VCT,1.08,0.24,4.00,85.10,69.86,95.69
2007,ST. VINCENT AND THE GRENADINES,VCT,1.06,0.23,4.00,82.21,68.90,95.69
2008,ST. VINCENT AND THE GRENADINES,VCT,1.09,0.23,3.00,84.13,69.38,96.17
