Year,Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper
2003,S�O TOM� AND PRINCIPE,STP,-0.64,0.25,3.00,26.47,16.59,47.32
2004,S�O TOM� AND PRINCIPE,STP,-0.84,0.23,4.00,19.12,10.73,36.10
2005,S�O TOM� AND PRINCIPE,STP,-0.87,0.21,4.00,20.10,11.71,31.71
2006,S�O TOM� AND PRINCIPE,STP,-0.66,0.22,5.00,25.98,16.10,44.88
2007,S�O TOM� AND PRINCIPE,STP,-0.76,0.22,5.00,22.33,14.01,38.65
2008,S�O TOM� AND PRINCIPE,STP,-0.71,0.20,6.00,24.76,16.43,39.61
2009,S�O TOM� AND PRINCIPE,STP,-0.76,0.21,5.00,24.40,12.86,37.62
2010,S�O TOM� AND PRINCIPE,STP,-0.86,0.20,6.00,21.53,9.52,33.81
2011,S�O TOM� AND PRINCIPE,STP,-0.74,0.20,6.00,24.64,14.62,36.79
2012,S�O TOM� AND PRINCIPE,STP,-0.79,0.21,6.00,24.17,11.79,36.32
2013,S�O TOM� AND PRINCIPE,STP,-0.80,0.20,6.00,23.70,12.74,35.38
2014,S�O TOM� AND PRINCIPE,STP,-0.80,0.21,6.00,24.04,10.53,33.49
2015,S�O TOM� AND PRINCIPE,STP,-0.77,0.20,6.00,25.48,12.44,36.36
1996,SAUDI ARABIA,SAU,-0.15,0.32,4.00,47.06,24.88,63.90
1998,SAUDI ARABIA,SAU,-0.20,0.33,4.00,42.16,21.95,62.93
2000,SAUDI ARABIA,SAU,-0.07,0.31,4.00,51.47,27.80,65.37
2002,SAUDI ARABIA,SAU,-0.06,0.22,6.00,50.98,38.05,61.95
2003,SAUDI ARABIA,SAU,0.08,0.20,5.00,55.88,46.34,65.37
2004,SAUDI ARABIA,SAU,0.04,0.21,5.00,55.88,43.90,64.88
2005,SAUDI ARABIA,SAU,0.11,0.19,5.00,56.37,48.29,62.93
2006,SAUDI ARABIA,SAU,-0.06,0.21,6.00,52.45,40.00,59.02
2007,SAUDI ARABIA,SAU,0.04,0.21,7.00,53.88,42.03,63.29
2008,SAUDI ARABIA,SAU,0.15,0.21,7.00,55.34,47.34,65.70
2009,SAUDI ARABIA,SAU,0.18,0.20,7.00,56.94,47.62,66.19
2010,SAUDI ARABIA,SAU,0.18,0.21,7.00,55.98,47.14,69.52
2011,SAUDI ARABIA,SAU,0.03,0.21,6.00,53.55,42.45,62.26
2012,SAUDI ARABIA,SAU,0.11,0.23,7.00,55.45,43.87,67.92
2013,SAUDI ARABIA,SAU,0.09,0.22,7.00,55.92,44.81,66.51
2014,SAUDI ARABIA,SAU,-0.01,0.23,7.00,53.85,38.28,65.55
2015,SAUDI ARABIA,SAU,0.03,0.22,7.00,54.81,42.11,66.03
1996,SENEGAL,SEN,-0.21,0.32,4.00,43.14,23.90,62.44
1998,SENEGAL,SEN,-0.19,0.27,6.00,43.63,24.88,57.56
2000,SENEGAL,SEN,-0.13,0.24,6.00,46.08,29.27,61.46
2002,SENEGAL,SEN,-0.19,0.21,7.00,45.59,32.68,57.07
2003,SENEGAL,SEN,-0.23,0.18,8.00,47.06,31.22,55.61
2004,SENEGAL,SEN,-0.26,0.18,8.00,45.10,29.76,55.61
2005,SENEGAL,SEN,-0.26,0.17,8.00,46.08,31.22,54.15
2006,SENEGAL,SEN,-0.32,0.18,9.00,44.12,27.80,54.63
2007,SENEGAL,SEN,-0.34,0.17,10.00,40.29,27.05,52.17
2008,SENEGAL,SEN,-0.30,0.17,10.00,44.66,30.92,53.62
2009,SENEGAL,SEN,-0.29,0.16,10.00,43.54,33.33,52.86
2010,SENEGAL,SEN,-0.27,0.16,10.00,42.58,33.81,53.33
2011,SENEGAL,SEN,-0.21,0.16,11.00,45.02,35.38,54.25
2012,SENEGAL,SEN,-0.08,0.17,11.00,50.24,39.62,57.55
2013,SENEGAL,SEN,-0.05,0.17,11.00,52.61,41.51,58.02
2014,SENEGAL,SEN,-0.21,0.17,11.00,46.15,33.01,54.55
2015,SENEGAL,SEN,-0.18,0.17,11.00,48.56,36.36,55.50
1996,SERBIA,SRB,-0.74,0.33,4.00,23.53,10.73,43.41
1998,SERBIA,SRB,-0.85,0.36,3.00,19.12,7.32,38.05
2000,SERBIA,SRB,-0.89,0.34,4.00,17.65,8.29,36.10
2002,SERBIA,SRB,-0.65,0.21,8.00,25.98,18.54,41.95
2003,SERBIA,SRB,-0.60,0.18,8.00,27.94,18.54,43.90
2004,SERBIA,SRB,-0.44,0.18,8.00,37.25,22.44,49.27
2005,SERBIA,SRB,-0.55,0.17,8.00,29.90,21.46,45.85
2006,SERBIA,SRB,-0.45,0.19,8.00,35.78,22.93,50.73
2007,SERBIA,SRB,-0.34,0.19,8.00,40.78,26.57,52.66
2008,SERBIA,SRB,-0.29,0.18,9.00,45.63,30.43,54.11
2009,SERBIA,SRB,-0.12,0.17,10.00,49.76,38.10,56.67
2010,SERBIA,SRB,-0.02,0.17,10.00,52.63,41.90,57.62
2011,SERBIA,SRB,0.03,0.16,10.00,53.08,43.40,59.43
2012,SERBIA,SRB,-0.07,0.17,11.00,51.18,39.62,57.55
2013,SERBIA,SRB,-0.06,0.17,11.00,51.66,39.15,58.02
2014,SERBIA,SRB,0.14,0.18,11.00,56.25,48.80,66.99
2015,SERBIA,SRB,0.14,0.17,11.00,56.73,49.76,66.51
1996,SEYCHELLES,SYC,0.28,0.48,1.00,62.25,28.78,83.90
1998,SEYCHELLES,SYC,-0.57,0.33,3.00,26.96,14.15,52.20
2000,SEYCHELLES,SYC,-0.91,0.30,3.00,16.18,8.78,33.66
2002,SEYCHELLES,SYC,-0.75,0.30,3.00,21.57,11.22,43.41
2003,SEYCHELLES,SYC,-0.28,0.25,3.00,44.61,24.39,56.59
2004,SEYCHELLES,SYC,-0.93,0.21,5.00,17.65,9.27,28.78
2005,SEYCHELLES,SYC,-0.35,0.20,5.00,43.63,24.88,54.15
2006,SEYCHELLES,SYC,-0.71,0.22,5.00,24.02,15.61,41.95
2007,SEYCHELLES,SYC,-0.89,0.22,5.00,19.42,9.66,30.92
2008,SEYCHELLES,SYC,-0.71,0.21,5.00,25.24,16.43,40.58
2009,SEYCHELLES,SYC,-0.62,0.20,6.00,28.23,17.62,43.33
2010,SEYCHELLES,SYC,-0.54,0.20,6.00,33.49,21.43,44.76
2011,SEYCHELLES,SYC,-0.42,0.20,6.00,36.02,24.06,50.94
2012,SEYCHELLES,SYC,-0.29,0.21,7.00,42.18,28.77,53.77
2013,SEYCHELLES,SYC,-0.29,0.20,7.00,43.60,30.66,53.77
2014,SEYCHELLES,SYC,-0.34,0.20,7.00,40.87,28.71,53.59
2015,SEYCHELLES,SYC,-0.09,0.20,7.00,50.48,38.28,60.29
1996,SIERRA LEONE,SLE,-1.62,0.40,3.00,4.90,0.98,19.02
1998,SIERRA LEONE,SLE,-1.29,0.30,5.00,10.29,5.37,21.46
2000,SIERRA LEONE,SLE,-1.38,0.29,4.00,8.82,3.90,17.56
2002,SIERRA LEONE,SLE,-1.26,0.23,6.00,10.78,4.39,20.00
2003,SIERRA LEONE,SLE,-1.14,0.20,6.00,13.24,6.34,20.49
2004,SIERRA LEONE,SLE,-1.02,0.19,7.00,15.20,8.29,22.93
2005,SIERRA LEONE,SLE,-1.08,0.18,7.00,14.71,7.80,22.93
2006,SIERRA LEONE,SLE,-1.14,0.19,7.00,12.75,6.83,21.46
2007,SIERRA LEONE,SLE,-1.07,0.19,7.00,16.02,6.76,22.22
2008,SIERRA LEONE,SLE,-0.97,0.19,7.00,16.50,8.21,28.02
2009,SIERRA LEONE,SLE,-0.78,0.17,8.00,23.92,13.81,34.29
2010,SIERRA LEONE,SLE,-0.73,0.17,8.00,25.84,18.10,36.19
2011,SIERRA LEONE,SLE,-0.70,0.17,8.00,26.54,18.87,36.32
2012,SIERRA LEONE,SLE,-0.69,0.17,11.00,27.01,18.40,37.74
2013,SIERRA LEONE,SLE,-0.70,0.17,11.00,25.59,17.92,36.32
2014,SIERRA LEONE,SLE,-0.79,0.17,11.00,24.52,12.92,33.01
2015,SIERRA LEONE,SLE,-0.87,0.17,11.00,20.19,11.96,29.67
1996,SINGAPORE,SGP,2.25,0.27,6.00,100.00,97.56,100.00
1998,SINGAPORE,SGP,2.20,0.27,6.00,100.00,97.07,100.00
2000,SINGAPORE,SGP,2.12,0.23,6.00,100.00,95.12,100.00
2002,SINGAPORE,SGP,1.94,0.21,7.00,100.00,94.15,100.00
2003,SINGAPORE,SGP,1.83,0.18,7.00,99.02,91.71,100.00
2004,SINGAPORE,SGP,1.80,0.19,7.00,99.02,90.73,100.00
2005,SINGAPORE,SGP,1.80,0.18,7.00,99.51,91.71,100.00
2006,SINGAPORE,SGP,1.77,0.19,8.00,98.04,91.71,100.00
2007,SINGAPORE,SGP,1.83,0.20,8.00,98.06,91.79,100.00
2008,SINGAPORE,SGP,1.90,0.20,8.00,99.03,93.24,100.00
2009,SINGAPORE,SGP,1.80,0.19,8.00,97.61,92.86,100.00
2010,SINGAPORE,SGP,1.80,0.20,8.00,98.09,92.38,100.00
2011,SINGAPORE,SGP,1.80,0.19,9.00,96.21,91.98,100.00
2012,SINGAPORE,SGP,1.97,0.20,9.00,100.00,94.34,100.00
2013,SINGAPORE,SGP,1.98,0.20,9.00,100.00,94.34,100.00
2014,SINGAPORE,SGP,2.23,0.21,9.00,100.00,98.09,100.00
2015,SINGAPORE,SGP,2.26,0.20,9.00,100.00,98.56,100.00
1996,SLOVAK REPUBLIC,SVK,0.52,0.28,6.00,66.67,54.15,79.51
1998,SLOVAK REPUBLIC,SVK,0.44,0.25,7.00,66.67,53.17,78.05
2000,SLOVAK REPUBLIC,SVK,0.54,0.22,8.00,68.63,57.07,80.00
2002,SLOVAK REPUBLIC,SVK,0.94,0.19,10.00,78.92,69.27,86.34
2003,SLOVAK REPUBLIC,SVK,0.96,0.17,10.00,78.43,71.71,86.83
2004,SLOVAK REPUBLIC,SVK,1.16,0.17,10.00,83.33,78.54,90.24
2005,SLOVAK REPUBLIC,SVK,1.17,0.16,10.00,85.29,75.61,90.73
2006,SLOVAK REPUBLIC,SVK,1.14,0.17,10.00,84.80,75.61,91.22
2007,SLOVAK REPUBLIC,SVK,1.03,0.17,10.00,82.04,72.95,86.96
2008,SLOVAK REPUBLIC,SVK,1.12,0.18,10.00,82.52,75.36,91.30
2009,SLOVAK REPUBLIC,SVK,1.06,0.18,10.00,80.86,74.29,88.10
2010,SLOVAK REPUBLIC,SVK,1.00,0.18,10.00,80.86,74.29,85.71
2011,SLOVAK REPUBLIC,SVK,1.00,0.17,10.00,80.09,75.47,86.79
2012,SLOVAK REPUBLIC,SVK,1.04,0.19,10.00,80.57,74.53,89.62
2013,SLOVAK REPUBLIC,SVK,0.92,0.19,10.00,78.67,70.28,86.32
2014,SLOVAK REPUBLIC,SVK,0.90,0.20,10.00,78.85,70.81,88.04
2015,SLOVAK REPUBLIC,SVK,0.79,0.19,10.00,75.48,67.94,82.30
1996,SLOVENIA,SVN,1.03,0.32,4.00,83.33,66.34,94.63
1998,SLOVENIA,SVN,1.05,0.27,6.00,84.31,69.76,93.66
2000,SLOVENIA,SVN,0.66,0.20,9.00,73.04,62.44,82.44
2002,SLOVENIA,SVN,0.86,0.19,10.00,75.49,68.29,84.39
2003,SLOVENIA,SVN,0.87,0.17,10.00,75.49,67.32,82.93
2004,SLOVENIA,SVN,0.86,0.18,9.00,77.94,69.27,82.44
2005,SLOVENIA,SVN,0.83,0.17,9.00,73.04,65.85,82.44
2006,SLOVENIA,SVN,0.78,0.18,9.00,73.04,64.88,81.95
2007,SLOVENIA,SVN,0.80,0.17,10.00,74.76,67.63,83.57
2008,SLOVENIA,SVN,0.83,0.18,10.00,75.73,67.15,82.61
2009,SLOVENIA,SVN,0.92,0.18,10.00,77.51,70.95,85.24
2010,SLOVENIA,SVN,0.75,0.18,10.00,75.60,68.10,81.90
2011,SLOVENIA,SVN,0.69,0.18,9.00,74.88,63.21,79.25
2012,SLOVENIA,SVN,0.62,0.18,11.00,72.99,60.38,77.36
2013,SLOVENIA,SVN,0.62,0.18,11.00,72.51,61.79,77.83
2014,SLOVENIA,SVN,0.66,0.19,11.00,73.08,65.07,79.90
2015,SLOVENIA,SVN,0.62,0.18,11.00,72.60,64.11,78.95
1996,SOLOMON ISLANDS,SLB,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1998,SOLOMON ISLANDS,SLB,-1.20,0.59,1.00,12.25,1.95,39.51
2000,SOLOMON ISLANDS,SLB,-1.46,0.50,2.00,7.35,0.49,24.88
2002,SOLOMON ISLANDS,SLB,-1.76,0.54,2.00,3.43,0.00,20.00
2003,SOLOMON ISLANDS,SLB,-2.68,0.42,2.00,0.00,0.00,2.44
2004,SOLOMON ISLANDS,SLB,-1.36,0.27,3.00,7.35,2.93,18.05
2005,SOLOMON ISLANDS,SLB,-1.01,0.23,3.00,17.16,7.80,26.34
2006,SOLOMON ISLANDS,SLB,-1.11,0.27,3.00,13.73,4.39,25.37
2007,SOLOMON ISLANDS,SLB,-1.12,0.27,4.00,13.59,4.35,25.12
2008,SOLOMON ISLANDS,SLB,-1.20,0.22,5.00,11.65,3.86,20.29
2009,SOLOMON ISLANDS,SLB,-1.22,0.22,5.00,9.09,4.76,22.38
2010,SOLOMON ISLANDS,SLB,-1.21,0.22,5.00,8.61,5.24,21.90
2011,SOLOMON ISLANDS,SLB,-1.07,0.21,5.00,14.22,6.60,25.94
2012,SOLOMON ISLANDS,SLB,-1.06,0.23,5.00,14.22,7.08,27.36
2013,SOLOMON ISLANDS,SLB,-1.11,0.24,5.00,13.27,5.19,25.00
2014,SOLOMON ISLANDS,SLB,-1.11,0.26,5.00,12.02,4.78,28.71
2015,SOLOMON ISLANDS,SLB,-0.96,0.25,5.00,16.35,5.74,31.10
1996,SOMALIA,SOM,-2.54,0.45,2.00,0.00,0.00,3.90
1998,SOMALIA,SOM,-2.50,0.38,3.00,0.00,0.00,4.39
2000,SOMALIA,SOM,-2.52,0.35,3.00,0.00,0.00,3.41
2002,SOMALIA,SOM,-2.13,0.27,3.00,0.00,0.00,4.39
2003,SOMALIA,SOM,-2.17,0.22,4.00,0.49,0.49,2.93
2004,SOMALIA,SOM,-2.31,0.21,5.00,0.49,0.00,2.44
2005,SOMALIA,SOM,-2.23,0.19,5.00,0.49,0.00,2.44
2006,SOMALIA,SOM,-2.56,0.21,5.00,0.00,0.00,1.46
2007,SOMALIA,SOM,-2.56,0.22,5.00,0.00,0.00,1.45
2008,SOMALIA,SOM,-2.66,0.23,4.00,0.00,0.00,0.48
2009,SOMALIA,SOM,-2.56,0.21,5.00,0.00,0.00,1.90
2010,SOMALIA,SOM,-2.38,0.21,5.00,0.48,0.00,2.86
2011,SOMALIA,SOM,-2.37,0.21,5.00,0.47,0.00,2.36
2012,SOMALIA,SOM,-2.25,0.23,6.00,0.47,0.00,2.36
2013,SOMALIA,SOM,-2.21,0.22,6.00,0.95,0.00,2.36
2014,SOMALIA,SOM,-2.11,0.22,6.00,1.44,0.00,3.83
2015,SOMALIA,SOM,-2.15,0.22,6.00,0.96,0.00,2.87
1996,SOUTH AFRICA,ZAF,0.34,0.27,6.00,62.75,48.78,75.61
1998,SOUTH AFRICA,ZAF,0.27,0.23,8.00,59.31,47.80,70.73
2000,SOUTH AFRICA,ZAF,0.40,0.20,8.00,64.71,55.12,76.59
2002,SOUTH AFRICA,ZAF,0.63,0.19,9.00,69.61,62.93,79.02
2003,SOUTH AFRICA,ZAF,0.78,0.17,9.00,74.02,66.34,80.49
2004,SOUTH AFRICA,ZAF,0.66,0.17,10.00,71.57,64.88,78.54
2005,SOUTH AFRICA,ZAF,0.67,0.16,10.00,69.61,62.93,76.59
2006,SOUTH AFRICA,ZAF,0.68,0.17,11.00,71.08,63.90,78.05
2007,SOUTH AFRICA,ZAF,0.50,0.17,11.00,66.50,57.97,73.91
2008,SOUTH AFRICA,ZAF,0.50,0.17,10.00,65.53,57.00,73.91
2009,SOUTH AFRICA,ZAF,0.40,0.16,11.00,64.11,55.71,72.38
2010,SOUTH AFRICA,ZAF,0.36,0.16,11.00,62.20,54.29,71.43
2011,SOUTH AFRICA,ZAF,0.40,0.15,12.00,63.98,55.66,74.06
2012,SOUTH AFRICA,ZAF,0.38,0.17,12.00,63.98,55.19,73.11
2013,SOUTH AFRICA,ZAF,0.42,0.16,12.00,64.93,56.60,73.58
2014,SOUTH AFRICA,ZAF,0.30,0.17,12.00,62.98,54.55,71.29
2015,SOUTH AFRICA,ZAF,0.30,0.16,12.00,63.94,55.02,71.29
1996,SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1998,SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006,SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010,SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,SOUTH SUDAN,SSD,-1.67,0.28,2.00,2.84,1.42,9.91
2012,SOUTH SUDAN,SSD,-1.47,0.23,5.00,6.16,2.36,12.74
2013,SOUTH SUDAN,SSD,-1.53,0.23,5.00,4.74,1.89,12.26
2014,SOUTH SUDAN,SSD,-1.67,0.22,6.00,4.33,2.39,8.13
2015,SOUTH SUDAN,SSD,-1.69,0.21,6.00,2.88,2.39,6.22
1996,SPAIN,ESP,1.14,0.27,6.00,84.80,73.17,96.10
1998,SPAIN,ESP,1.22,0.27,6.00,88.24,75.61,95.61
2000,SPAIN,ESP,1.27,0.23,6.00,89.71,80.00,94.63
2002,SPAIN,ESP,1.35,0.23,6.00,88.73,80.00,95.61
2003,SPAIN,ESP,1.31,0.20,6.00,88.73,78.54,95.12
2004,SPAIN,ESP,1.33,0.21,6.00,87.25,78.54,95.12
2005,SPAIN,ESP,1.29,0.19,6.00,88.24,77.56,94.15
2006,SPAIN,ESP,1.16,0.21,7.00,85.29,73.17,92.20
2007,SPAIN,ESP,1.21,0.22,7.00,86.41,74.88,93.24
2008,SPAIN,ESP,1.24,0.23,7.00,86.89,76.33,94.20
2009,SPAIN,ESP,1.17,0.22,7.00,84.69,74.29,93.81
2010,SPAIN,ESP,1.15,0.24,7.00,84.21,75.71,93.33
2011,SPAIN,ESP,1.06,0.22,8.00,81.52,75.00,91.04
2012,SPAIN,ESP,0.96,0.22,8.00,78.20,70.75,89.15
2013,SPAIN,ESP,0.94,0.22,8.00,79.15,68.87,87.74
2014,SPAIN,ESP,0.78,0.23,8.00,75.48,65.55,84.21
2015,SPAIN,ESP,0.79,0.22,8.00,75.00,66.51,82.78
1996,SRI LANKA,LKA,0.08,0.32,4.00,56.37,31.22,69.27
1998,SRI LANKA,LKA,0.26,0.30,5.00,58.82,40.49,75.12
2000,SRI LANKA,LKA,0.25,0.24,7.00,60.29,43.41,71.22
2002,SRI LANKA,LKA,0.18,0.21,8.00,59.31,46.83,67.80
2003,SRI LANKA,LKA,0.10,0.18,8.00,56.37,47.32,65.37
2004,SRI LANKA,LKA,-0.04,0.18,9.00,53.43,41.46,63.41
2005,SRI LANKA,LKA,-0.35,0.17,9.00,44.12,25.85,52.68
2006,SRI LANKA,LKA,-0.24,0.18,10.00,45.10,30.73,54.63
2007,SRI LANKA,LKA,-0.26,0.18,10.00,45.15,29.47,53.62
2008,SRI LANKA,LKA,-0.35,0.17,10.00,41.75,29.47,52.66
2009,SRI LANKA,LKA,-0.26,0.16,10.00,44.98,33.33,53.33
2010,SRI LANKA,LKA,-0.20,0.16,10.00,45.93,35.71,53.33
2011,SRI LANKA,LKA,-0.11,0.16,10.00,50.24,38.21,55.66
2012,SRI LANKA,LKA,-0.11,0.17,11.00,48.34,38.68,56.60
2013,SRI LANKA,LKA,-0.15,0.17,11.00,47.87,36.32,56.60
2014,SRI LANKA,LKA,-0.08,0.18,11.00,50.96,38.76,59.81
2015,SRI LANKA,LKA,-0.05,0.18,11.00,51.92,42.11,60.29
1996,ST. KITTS AND NEVIS,KNA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1998,ST. KITTS AND NEVIS,KNA,0.28,0.59,1.00,60.78,23.90,88.78
2000,ST. KITTS AND NEVIS,KNA,0.21,0.52,1.00,59.80,24.88,82.93
2002,ST. KITTS AND NEVIS,KNA,0.17,0.56,1.00,58.82,21.46,82.93
2003,ST. KITTS AND NEVIS,KNA,0.21,0.53,1.00,59.80,24.39,81.95
2004,ST. KITTS AND NEVIS,KNA,0.05,0.26,3.00,56.86,40.00,66.34
2005,ST. KITTS AND NEVIS,KNA,1.16,0.23,3.00,84.80,71.71,93.17
2006,ST. KITTS AND NEVIS,KNA,1.01,0.27,3.00,79.90,67.32,91.71
2007,ST. KITTS AND NEVIS,KNA,0.67,0.29,3.00,71.84,57.49,85.51
2008,ST. KITTS AND NEVIS,KNA,0.60,0.30,2.00,69.42,55.07,81.64
2009,ST. KITTS AND NEVIS,KNA,0.53,0.31,2.00,68.42,53.33,80.48
2010,ST. KITTS AND NEVIS,KNA,0.43,0.31,2.00,66.03,50.00,79.05
2011,ST. KITTS AND NEVIS,KNA,0.40,0.30,2.00,63.51,50.94,77.83
2012,ST. KITTS AND NEVIS,KNA,0.40,0.33,2.00,64.45,47.17,77.83
2013,ST. KITTS AND NEVIS,KNA,0.41,0.33,2.00,64.45,48.11,79.72
2014,ST. KITTS AND NEVIS,KNA,0.17,0.33,2.00,57.21,38.76,74.16
2015,ST. KITTS AND NEVIS,KNA,0.17,0.31,2.00,58.65,42.11,72.73
1996,ST. LUCIA,LCA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1998,ST. LUCIA,LCA,0.28,0.59,1.00,60.78,23.90,88.78
2000,ST. LUCIA,LCA,0.21,0.52,1.00,59.80,24.88,82.93
2002,ST. LUCIA,LCA,0.17,0.56,1.00,58.82,21.46,82.93
2003,ST. LUCIA,LCA,0.21,0.53,1.00,59.80,24.39,81.95
2004,ST. LUCIA,LCA,0.15,0.26,3.00,59.80,44.39,69.27
2005,ST. LUCIA,LCA,1.16,0.23,3.00,84.80,71.71,93.17
2006,ST. LUCIA,LCA,1.08,0.27,3.00,81.86,69.76,92.68
2007,ST. LUCIA,LCA,0.77,0.29,3.00,73.30,60.39,86.47
2008,ST. LUCIA,LCA,0.50,0.27,3.00,66.50,54.11,78.74
2009,ST. LUCIA,LCA,0.51,0.28,3.00,67.46,53.81,79.05
2010,ST. LUCIA,LCA,0.43,0.28,3.00,65.55,52.38,77.14
2011,ST. LUCIA,LCA,0.46,0.27,3.00,66.35,52.83,77.83
2012,ST. LUCIA,LCA,0.31,0.26,4.00,60.19,47.17,74.53
2013,ST. LUCIA,LCA,0.29,0.27,4.00,61.14,48.11,73.58
2014,ST. LUCIA,LCA,0.24,0.27,4.00,61.06,46.89,73.21
2015,ST. LUCIA,LCA,0.28,0.26,4.00,62.98,49.76,73.21
1996,ST. VINCENT AND THE GRENADINES,VCT,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1998,ST. VINCENT AND THE GRENADINES,VCT,0.28,0.59,1.00,60.78,23.90,88.78
2000,ST. VINCENT AND THE GRENADINES,VCT,0.21,0.52,1.00,59.80,24.88,82.93
2002,ST. VINCENT AND THE GRENADINES,VCT,0.17,0.56,1.00,58.82,21.46,82.93
2003,ST. VINCENT AND THE GRENADINES,VCT,0.21,0.53,1.00,59.80,24.39,81.95
2004,ST. VINCENT AND THE GRENADINES,VCT,0.14,0.26,3.00,58.82,43.90,69.27
2005,ST. VINCENT AND THE GRENADINES,VCT,1.13,0.23,3.00,83.33,71.71,91.71
2006,ST. VINCENT AND THE GRENADINES,VCT,0.86,0.27,3.00,76.47,63.90,88.29
2007,ST. VINCENT AND THE GRENADINES,VCT,0.72,0.29,3.00,72.82,58.45,85.99
2008,ST. VINCENT AND THE GRENADINES,VCT,0.50,0.27,3.00,66.50,54.11,78.74
2009,ST. VINCENT AND THE GRENADINES,VCT,0.51,0.28,3.00,67.46,53.81,79.05
2010,ST. VINCENT AND THE GRENADINES,VCT,0.39,0.28,3.00,64.59,51.43,76.19
2011,ST. VINCENT AND THE GRENADINES,VCT,0.36,0.27,3.00,61.61,51.42,75.94
2012,ST. VINCENT AND THE GRENADINES,VCT,0.34,0.28,3.00,61.14,47.17,75.47
2013,ST. VINCENT AND THE GRENADINES,VCT,0.32,0.29,3.00,62.09,47.64,75.94
2014,ST. VINCENT AND THE GRENADINES,VCT,0.31,0.29,3.00,63.46,48.33,75.60
2015,ST. VINCENT AND THE GRENADINES,VCT,0.26,0.27,3.00,62.50,47.85,73.21
1996,SUDAN,SDN,-1.36,0.32,4.00,8.33,2.44,20.98
1998,SUDAN,SDN,-1.35,0.27,6.00,8.33,5.37,17.56
2000,SUDAN,SDN,-1.43,0.26,5.00,8.33,3.90,14.15
2002,SUDAN,SDN,-1.29,0.22,6.00,10.29,4.39,19.02
2003,SUDAN,SDN,-1.33,0.19,6.00,8.82,3.41,17.07
2004,SUDAN,SDN,-1.16,0.18,7.00,11.76,6.34,18.54
2005,SUDAN,SDN,-1.35,0.17,7.00,8.33,3.41,15.61
2006,SUDAN,SDN,-1.22,0.19,7.00,10.29,4.39,19.02
2007,SUDAN,SDN,-1.32,0.19,7.00,7.28,3.38,16.91
2008,SUDAN,SDN,-1.47,0.18,7.00,4.85,2.90,12.08
2009,SUDAN,SDN,-1.25,0.17,8.00,8.13,5.24,17.62
2010,SUDAN,SDN,-1.33,0.17,8.00,7.18,3.81,15.71
2011,SUDAN,SDN,-1.30,0.17,8.00,8.06,4.25,16.04
2012,SUDAN,SDN,-1.49,0.18,9.00,5.69,2.83,11.79
2013,SUDAN,SDN,-1.45,0.18,9.00,6.16,2.83,12.26
2014,SUDAN,SDN,-1.46,0.18,9.00,5.29,3.35,10.53
2015,SUDAN,SDN,-1.50,0.18,9.00,4.81,2.87,9.09
1996,SURINAME,SUR,-0.62,0.40,3.00,25.49,10.73,54.15
1998,SURINAME,SUR,-0.59,0.40,3.00,25.00,11.22,53.66
2000,SURINAME,SUR,-0.63,0.37,3.00,25.00,12.20,53.66
2002,SURINAME,SUR,-0.72,0.30,3.00,24.51,12.20,43.90
2003,SURINAME,SUR,-0.62,0.25,3.00,26.96,16.59,47.32
2004,SURINAME,SUR,-0.67,0.25,4.00,24.51,14.15,46.34
2005,SURINAME,SUR,-0.57,0.22,4.00,27.45,19.02,48.29
2006,SURINAME,SUR,-0.54,0.24,5.00,30.88,18.54,50.73
2007,SURINAME,SUR,-0.59,0.26,5.00,28.64,16.91,50.24
2008,SURINAME,SUR,-0.55,0.26,5.00,32.52,16.43,51.69
2009,SURINAME,SUR,-0.64,0.23,6.00,27.27,16.19,45.71
2010,SURINAME,SUR,-0.68,0.24,6.00,26.79,14.29,41.90
2011,SURINAME,SUR,-0.60,0.25,6.00,30.81,16.98,46.70
2012,SURINAME,SUR,-0.47,0.25,6.00,34.12,22.17,51.42
2013,SURINAME,SUR,-0.44,0.25,6.00,36.02,22.64,53.30
