Series Name,Series Code,Country Name,Country Code,1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.7789993286133,26.7329998016357,26.6709995269775,33.0279998779297,38.6570014953613,30.7129993438721,28.7049999237061,32.2729988098145,22.1200008392334,21.42799949646,19.6520004272461,17.8899993896484,17.4360008239746,15.7770004272461,16.1690006256104,17.5240001678467,17.9379997253418,19.257999420166,18.7099990844727,18.2730007171631,18.0979995727539,18.42799949646,19.2609996795654,20.2150001525879,20.2189998626709,20.6219997406006
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.9539985656738,41.2700004577637,42.0279998779297,41.8800010681152,41.6599998474121,43.007999420166,42.1339988708496,42.1839981079102,41.9580001831055,41.617000579834,42.2140007019043,41.9939994812012,41.8629989624023,41.9370002746582,41.9889984130859,42.0540008544922,43.6839981079102,42.984001159668,42.2869987487793,41.5950012207031,40.9070014953613,39.1809997558594,40.4090003967285,43.8800010681152,42.75,42.1920013427734
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.98000001907349,2.03200006484985,2.01399993896484,2.02099990844727,1.99399995803833,1.99199998378754,1.98800003528595,1.98800003528595,2.01399993896484,2.02800011634827,2.01600003242493,2.01900005340576,2.02800011634827,2.02699995040894,2.02699995040894,2.0239999294281,2.01799988746643,1.97500002384186,1.98300004005432,1.98399996757507,1.98500001430511,1.99300003051758,1.99899995326996,2.00099992752075,2.00300002098084,2.01600003242493
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.6299991607666,30.7940006256104,30.9570007324219,29.9720001220703,30.7810001373291,31.5900001525879,32.6679992675781,34.935001373291,37.2019996643066,42.148998260498,53.9469985961914,37.0730018615723,41.4379997253418,37.359001159668,40.6870002746582,35.2700004577637,40.1969985961914,55.4099998474121,47.7840003967285,40.7830009460449,42.1599998474121,43.8580017089844,51.3400001525879,51.6699981689453,47.2039985656738,45.0699996948242
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.95100021362305,6.35500001907349,6.29899978637695,6.25799989700317,6.21700000762939,8.85000038146973,7.47399997711182,6.09800004959106,3.80999994277954,4.00600004196167,7.64799976348877,5.84200000762939,6.65700006484985,4.37200021743774,6.55299997329712,6.52799987792969,6.53800010681152,4.1729998588562,4.00600004196167,5.13100004196167,6.64200019836426,4.94899988174438,6.78599977493286,6.11999988555908,6.1269998550415,6.5789999961853
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.2259998321533,7.70599985122681,11.3020000457764,13.5670003890991,11.5340003967285,11.2829999923706,9.24499988555908,8.2790002822876,6.63399982452393,4.70699977874756,4.23999977111816,4.34800004959106,6.70100021362305,7.91499996185303,8.06400012969971,6.08400011062622,5.64499998092651,5.37900018692017,7.14099979400635,8.84500026702881,10.4809999465942,11.8070001602173,13.5089998245239,12.4079999923706,11.3730001449585,10.4829998016357
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.6049995422363,33.298999786377,33.9910011291504,34.6769981384277,35.3540000915527,36.0349998474121,34.9869995117188,33.9420013427734,32.2299995422363,28.30299949646,26.488000869751,30.7339992523193,33.5009994506836,33.0830001831055,33.9830017089844,34.8810005187988,37.2719993591309,31.761999130249,28.136999130249,28.2819995880127,28.382999420166,28.2569999694824,28.2269992828369,28.4130001068115,29.6809997558594,30.5669994354248
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.2900009155273,21.2430000305176,19.2430000305176,16.0839996337891,12.3439998626709,12.826000213623,13.7889995574951,16.0939998626709,15.2170000076294,14.543999671936,12.3280000686646,11.8380002975464,10.3669996261597,8.94200038909912,9.37100028991699,9.45400047302246,9.86400032043457,11.1770000457764,15.2589998245239,15.8909997940063,16.7450008392334,16.75,14.7270002365112,13.451000213623,13.9209995269775,13.6400003433228
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.1359996795654,20.3549995422363,22.8959999084473,19.1679992675781,22.8419990539551,20.0240001678467,17.1949996948242,15.0509996414185,11.548999786377,11.3489999771118,7.82100009918213,15.6059999465942,10.9980001449585,9.41600036621094,8.07699966430664,8.13599967956543,7.10599994659424,8.19099998474121,10.7030000686646,10.3599996566772,10.0109996795654,9.14500045776367,7.22599983215332,7.40000009536743,8.02200031280518,8.53400039672852
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.35699987411499,10.8100004196167,6.64200019836426,6.39300012588501,10.8680000305176,6.67899990081787,6.91599988937378,6.86399984359741,6.81799983978271,8.39599990844727,4.03499984741211,5.13899993896484,4.30299997329712,5.88899993896484,6.67199993133545,6.42000007629395,5.76599979400635,5.8289999961853,5.71700000762939,5.80900001525879,5.73699998855591,5.83300018310547,5.75899982452393,5.69899988174438,5.89900016784668,5.96299982070923
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.72399997711182,8.00599956512451,7.99499988555908,7.97300004959106,7.9980001449585,8.75899982452393,5.875,6.625,7.46700000762939,8.40999984741211,8.4709997177124,8.53299999237061,8.5959997177124,8.65799999237061,8.72299957275391,8.78699970245361,8.85299968719482,8.91800022125244,8.98499965667725,9.05099964141846,9.11800003051758,9.45400047302246,8.83500003814697,5.96500015258789,5.31599998474121,6.22800016403198
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.3159999847412,14.7770004272461,14.3170003890991,12.9160003662109,19.8239994049072,14.9860000610352,15.1219997406006,12.5719995498657,12.9040002822876,10.7770004272461,12.3140001296997,13.6840000152588,12.3190002441406,13.9370002746582,12.1219997406006,8.80000019073486,8.15900039672852,8.28499984741211,10.414999961853,10.9440002441406,9.55700016021729,9.88399982452393,10.6680002212524,9.04399967193604,11.1300001144409,12.6780004501343
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.7820014953613,36.923999786377,36.9729995727539,37.0299987792969,37.1570014953613,36.9269981384277,36.8170013427734,36.5219993591309,36.2919998168945,36.367000579834,36.3059997558594,36.1539993286133,36.1220016479492,36.257999420166,36.3160018920898,36.3450012207031,36.3160018920898,36.4939994812012,36.5299987792969,36.6520004272461,36.6599998474121,36.8019981384277,36.8819999694824,37.2210006713867,39.5810012817383,41.2680015563965
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.93900012969971,7.38800001144409,6.50099992752075,6.95800018310547,7.64799976348877,7.87799978256226,7.84499979019165,8.81099987030029,9.11299991607666,11.1829996109009,12.0430002212524,12.1750001907349,12.7410001754761,11.1750001907349,11.3599996566772,8.51099967956543,7.22399997711182,7.11100006103516,7.93699979782104,8.05799961090088,9.91800022125244,10.0740003585815,10.6579999923706,9.79899978637695,9.72200012207031,9.42599964141846
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.503999710083,23.9139995574951,22.3379993438721,22.9060001373291,22.6700000762939,25.4699993133545,22.7719993591309,23.0610008239746,19.5809993743896,24.8929996490479,24.9909992218018,23.2810001373291,22.9769992828369,20.9599990844727,17.4810009002686,15.0979995727539,12.1180000305176,11.2620000839233,12.0170001983643,11.8629999160767,11.1110000610352,8.76700019836426,9.01599979400635,11.1879997253418,12.0600004196167,12.8610000610352
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.55800008773804,4.59999990463257,4.63800001144409,4.49700021743774,4.39799976348877,4.4980001449585,4.35799980163574,4.47399997711182,4.46799993515015,5.01800012588501,4.69799995422363,4.43699979782104,4.51999998092651,4.60400009155273,4.49100017547607,4.38000011444092,4.2960000038147,4.21299982070923,4.28200006484985,4.23000001907349,4.65899991989136,4.68499994277954,4.66699981689453,4.68200016021729,4.52500009536743,4.55299997329712
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.44600009918213,11.0920000076294,10.2959995269775,7.77299976348877,5.30000019073486,13.1750001907349,8.91600036621094,9.07699966430664,10.4870004653931,11.7089996337891,11.6999998092651,14.9809999465942,12.0050001144409,12.1969995498657,9.59700012207031,11.3159999847412,8.52400016784668,8.54899978637695,10.5310001373291,9.78800010681152,9.55500030517578,8.99199962615967,8.75899982452393,9.90999984741211,11.2469997406006,10.8950004577637
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.62899971008301,17.2049999237061,10.6079998016357,10.9829998016357,9.95100021362305,12.0279998779297,12.6120004653931,12.2880001068115,13.1300001144409,13.4379997253418,12.5670003890991,11.0860004425049,20.8899993896484,13.7799997329712,16.2000007629395,13.423999786377,13.003999710083,12.3509998321533,9.39700031280518,9.32499980926514,9.4069995880127,8.06700038909912,8.69600009918213,8.42899990081787,10.2130002975464,11.206000328064
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.8470001220703,14.8999996185303,14.8669996261597,14.4490003585815,14.1370000839233,12.4270000457764,13.7729997634888,17.0580005645752,18.4130001068115,22.3700008392334,20.4020004272461,22.2210006713867,20.6280002593994,21.5580005645752,15.6470003128052,16.8169994354248,16.363000869751,16.3169994354248,16.3419990539551,16.5230007171631,15.2239999771118,14.96399974823,15.7170000076294,14.4490003585815,13.7399997711182,12.6949996948242
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.507999420166,25.5310001373291,27.5970001220703,30.2830009460449,28.6000003814697,25.9650001525879,19.7290000915527,19.1189994812012,27.5629997253418,33.7560005187988,38.068000793457,41.015998840332,40.4140014648438,39.064998626709,35.9860000610352,28.1340007781982,19.8509998321533,15.1280002593994,20.0170001983643,22.3470001220703,23.5480003356934,24,25.2900009155273,22.6319999694824,20.5200004577637,16.548999786377
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.16400003433228,8.71300029754639,9.9399995803833,12.6429996490479,15.1730003356934,14.6300001144409,11.0920000076294,8.41899967193604,7.66900014877319,5.40500020980835,6.48999977111816,9.14599990844727,10.7679996490479,12.5430002212524,13.8400001525879,14.8909997940063,13.8000001907349,13.5869998931885,19.05299949646,21.6100006103516,28.9979991912842,36.7669982910156,36.7830009460449,34.2369995117188,29.5799999237061,26.0779991149902
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.0559997558594,35.3930015563965,33.1860008239746,28.8649997711182,27.9389991760254,28.6149997711182,28.2369995117188,25.0610008239746,24.5389995574951,22.9990005493164,23.8059997558594,23.257999420166,23.6420001983643,21.8020000457764,24.6720008850098,22.7789993286133,23.882999420166,26.9580001831055,33.0699996948242,34.9150009155273,32.9469985961914,29.2889995574951,26.125,26.8120002746582,22.9619998931885,25.0109996795654
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.992999970912933,0.476000010967255,0.45100000500679,0.428000003099442,0.40599998831749,0.384999990463257,3.66300010681152,0.465999990701675,0.374000012874603,4.93400001525879,6.10500001907349,5.15799999237061,4.21099996566772,7.67000007629395,5.92700004577637,4.18499994277954,0.699999988079071,0.569999992847443,0.5,0.425000011920929,0.349999994039536,0.649999976158142,0.409999996423721,0.340000003576279,0.239999994635582,0.34400001168251
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.1770000457764,21.9990005493164,21.6639995574951,22.0340003967285,18.5849990844727,17.3519992828369,15.7110004425049,16.5820007324219,18.5249996185303,19.0599994659424,17.8169994354248,22.2189998626709,19.0860004425049,25.0849990844727,21.548999786377,22.3959999084473,21.3139991760254,19.1429996490479,21.6749992370605,22.2049999237061,24.2609996795654,22.5849990844727,23.5639991760254,24.0769996643066,21.2479991912842,20.6439990997314
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.9300003051758,12.9429998397827,13.4820003509521,15.3360004425049,17.7520008087158,18.3309993743896,23.0890007019043,26.7040004730225,22.5109996795654,19.4979991912842,17.0219993591309,14.4449996948242,16.5410003662109,16.0709991455078,14.414999961853,15.7419996261597,14.4770002365112,13.2299995422363,18.121000289917,16.6550006866455,15.0620002746582,14.5550003051758,13.5299997329712,13.5299997329712,15.5380001068115,14.6319999694824
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.421999990940094,2.65199995040894,2.09500002861023,1.65299999713898,1.30200004577637,1,1.87300002574921,3.38899993896484,1.62899994850159,3.40300011634827,3.46000003814697,1.26499998569489,1.39300000667572,2.98799991607666,2.69700002670288,2.90899991989136,3.07800006866455,1.1690000295639,2.53299999237061,2.94300007820129,3.15300011634827,3.51799988746643,3.5,3.875,3.31900000572205,3.05699992179871
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.64599990844727,6.34800004959106,4.44700002670288,11.6339998245239,11.3669996261597,10.3020000457764,15.1110000610352,15.1059999465942,15.1009998321533,11.548999786377,11.0109996795654,13.5010004043579,8.38500022888184,4.3289999961853,11.0170001983643,3.07599997520447,15.5860004425049,3.95099997520447,8.00899982452393,15.58899974823,13.8170003890991,15.3929996490479,15.3970003128052,15.2200002670288,14.1300001144409,13.4580001831055
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.06699991226196,12.3830003738403,7.03900003433228,21.6690006256104,14.5740003585815,8.51700019836426,8.18299961090088,24.7310009002686,24.7310009002686,20.3120002746582,22.3530006408691,25.3680000305176,23.8610000610352,23.7749996185303,24.4540004730225,24.8059997558594,15.1719999313354,24.6669998168945,22.9610004425049,17.6919994354248,18.8649997711182,16.4580001831055,16.4419994354248,17.9549999237061,18.8290004730225,19.2950000762939
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.9909992218018,21.3519992828369,25.3120002746582,26.0130004882813,25.2590007781982,21.3770008087158,22.7779998779297,29.1030006408691,22.6410007476807,23.4220008850098,24.9909992218018,26.2450008392334,24.2250003814697,25.4009990692139,26.4179992675781,30.7409992218018,25.9990005493164,24.2980003356934,23.8110008239746,23.5830001831055,23.3560009002686,19.6009998321533,21.1490001678467,21.7549991607666,20.4060001373291,22.0480003356934
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.9370002746582,8.86800003051758,9.16199970245361,9.63300037384033,10.1239995956421,9.21599960327148,11.548999786377,9.80799961090088,9.55000019073486,11.5,10.6049995422363,6.34000015258789,9.36200046539307,9.82600021362305,9.97799968719482,12.0150003433228,10.3999996185303,11.1949996948242,11.6979999542236,10.8190002441406,8.46100044250488,8.51500034332275,8.49699974060059,9.59099960327148,9.63899993896484,9.64799976348877
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.5049991607666,32.8279991149902,37.3940010070801,42.1370010375977,27.5599994659424,27.2099990844727,28.5259990692139,28.4130001068115,28.5200004577637,26.3369998931885,26.8099994659424,28.9740009307861,31.9939994812012,39.0299987792969,43.7270011901855,42.5139999389648,39.890998840332,30.4599990844727,35.4910011291504,42.890998840332,50.7589988708496,52.3359985351563,44.0200004577637,44.7319984436035,39.5470008850098,37.609001159668
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.36199998855591,6.16200017929077,5.90199995040894,6.00699996948242,6.11399984359741,6.22300004959106,6.33400011062622,6.44600009918213,6.56099987030029,6.67700004577637,6.79500007629395,6.91499996185303,7.03700017929077,7.16200017929077,6.95699977874756,6.75799989700317,6.56400012969971,6.375,6.35900020599365,6.34200000762939,6.96600008010864,6.58300018310547,6.2189998626709,5.91200017929077,6.23099994659424,6.38399982452393
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.8199999332428,5.41599988937378,5.49700021743774,5.67600011825562,5.96400022506714,6.85400009155273,4.4689998626709,5.67899990081787,6.30499982833862,3.84999990463257,5.01700019836426,6.76700019836426,5.76200008392334,6.74499988555908,7.08799982070923,6.32200002670288,6.73699998855591,6.38600015640259,6.37200021743774,5.14900016784668,4.75299978256226,4.71400022506714,5.36600017547607,5.0789999961853,3.0460000038147,3.2409999370575
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.9580001831055,23.9249992370605,23.7220001220703,27.8700008392334,25.9610004425049,20.5610008239746,22.6030006408691,25.0890007019043,32.7980003356934,39.6300010681152,42.2070007324219,38.6800003051758,34.8009986877441,34.8580017089844,31.0909996032715,26.496000289917,20.5009994506836,18.5620002746582,27.8810005187988,34.7459983825684,33.2309989929199,35.0050010681152,34.9830017089844,29.5139999389648,25.9120006561279,22.3129997253418
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.5499992370605,30.5139999389648,35.681999206543,21.3129997253418,18.4829998016357,16.9689998626709,14.3190002441406,17.1229991912842,17.2749996185303,14.7349996566772,15.0249996185303,13.5170001983643,13.0699996948242,11.2290000915527,14.5410003662109,11.625,9.35999965667725,9.89900016784668,13.8280000686646,15.2720003128052,15.0570001602173,20.3619995117188,20.173999786377,19.4330005645752,17.7450008392334,17.7740001678467
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.9749984741211,45.4020004272461,44.8460006713867,45.1069984436035,45.234001159668,44.693000793457,44.5330009460449,44.673999786377,44.5610008239746,43.685001373291,44.0870018005371,44.4150009155273,45.0099983215332,45.1110000610352,45.4160003662109,44.8499984741211,45.0029983520508,45.0499992370605,44.2949981689453,45.0369987487793,45.423999786377,44.8930015563965,44.7890014648438,45.0349998474121,45.3689994812012,45.3919982910156
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.7279996871948,10.496000289917,10.7489995956421,10.3090000152588,10.7489995956421,10.8330001831055,10.6920003890991,10.8030004501343,10.8179998397827,10.8140001296997,10.8140001296997,10.8240003585815,10.8240003585815,10.8140001296997,10.8140001296997,10.8009996414185,10.8050003051758,10.8050003051758,10.8050003051758,10.8050003051758,10.8050003051758,10.8050003051758,10.8050003051758,10.789999961853,10.585000038147,10.5089998245239
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.9440002441406,43.7669982910156,46.007999420166,37.701000213623,31.8409996032715,39.5909996032715,43.1829986572266,41.1959991455078,42.2869987487793,41.9679985046387,44.7080001831055,47.4480018615723,53.0559997558594,47.351001739502,44.8269996643066,43.2779998779297,42.8139991760254,41.8059997558594,45.1269989013672,48.1809997558594,46.3370018005371,47.7140007019043,48.056999206543,48.0639991760254,46.3499984741211,48.382999420166
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.0729999542236,27.4629993438721,38.3230018615723,40.6590003967285,36.0040016174316,36.0849990844727,33.3009986877441,29.0300006866455,22.7549991607666,19.55299949646,16.3390007019043,16.8640003204346,19.2220001220703,19.4729995727539,16.7560005187988,15.0179996490479,15.2609996795654,23.6450004577637,39.1599998474121,43.2060012817383,48.3019981384277,54.273998260498,56.3580017089844,53.4650001525879,48.5670013427734,42.5849990844727
